datetime,pm25_predicted,station_code
2017-01-01 00:00:00,206.78223,2
2017-01-01 01:00:00,207.52795,2
2017-01-01 02:00:00,204.50473,2
2017-01-01 03:00:00,197.70871,2
2017-01-01 04:00:00,189.75856,2
2017-01-01 05:00:00,179.79259,2
2017-01-01 06:00:00,172.70891,2
2017-01-01 07:00:00,169.73907,2
2017-01-01 08:00:00,166.68285,2
2017-01-01 09:00:00,168.43987,2
2017-01-01 10:00:00,173.24423,2
2017-01-01 11:00:00,180.87299,2
2017-01-01 12:00:00,187.06563,2
2017-01-01 13:00:00,195.00807,2
2017-01-01 14:00:00,201.88434,2
2017-01-01 15:00:00,208.2535,2
2017-01-01 16:00:00,217.3941,2
2017-01-01 17:00:00,223.71803,2
2017-01-01 18:00:00,232.82176,2
2017-01-01 19:00:00,240.24165,2
2017-01-01 20:00:00,242.90865,2
2017-01-01 21:00:00,246.92291,2
2017-01-01 22:00:00,247.86113,2
2017-01-01 23:00:00,245.9505,2
