datetime,pm25_predicted,station_code
2017-01-01 00:00:00,457.14548,10
2017-01-01 01:00:00,446.71167,10
2017-01-01 02:00:00,443.63284,10
2017-01-01 03:00:00,434.5873,10
2017-01-01 04:00:00,432.02817,10
2017-01-01 05:00:00,410.65265,10
2017-01-01 06:00:00,394.26068,10
2017-01-01 07:00:00,379.7132,10
2017-01-01 08:00:00,367.77792,10
2017-01-01 09:00:00,362.15854,10
2017-01-01 10:00:00,356.37808,10
2017-01-01 11:00:00,350.57443,10
2017-01-01 12:00:00,350.7451,10
2017-01-01 13:00:00,351.1152,10
2017-01-01 14:00:00,352.54462,10
2017-01-01 15:00:00,352.63055,10
2017-01-01 16:00:00,354.07285,10
2017-01-01 17:00:00,354.50208,10
2017-01-01 18:00:00,354.50208,10
2017-01-01 19:00:00,353.0119,10
2017-01-01 20:00:00,352.41946,10
2017-01-01 21:00:00,349.0434,10
2017-01-01 22:00:00,346.87283,10
2017-01-01 23:00:00,339.80576,10
