datetime,pm25_predicted,station_code
2017-01-01 00:00:00,511.90167,5
2017-01-01 01:00:00,496.1536,5
2017-01-01 02:00:00,480.86734,5
2017-01-01 03:00:00,458.8622,5
2017-01-01 04:00:00,433.44144,5
2017-01-01 05:00:00,434.45108,5
2017-01-01 06:00:00,434.45108,5
2017-01-01 07:00:00,436.55438,5
2017-01-01 08:00:00,437.91046,5
2017-01-01 09:00:00,445.02997,5
2017-01-01 10:00:00,447.53134,5
2017-01-01 11:00:00,456.8467,5
2017-01-01 12:00:00,457.73914,5
2017-01-01 13:00:00,458.99765,5
2017-01-01 14:00:00,458.96902,5
2017-01-01 15:00:00,458.47833,5
2017-01-01 16:00:00,457.9247,5
2017-01-01 17:00:00,458.51715,5
2017-01-01 18:00:00,458.51715,5
2017-01-01 19:00:00,458.21558,5
2017-01-01 20:00:00,458.04456,5
2017-01-01 21:00:00,454.35876,5
2017-01-01 22:00:00,452.05978,5
2017-01-01 23:00:00,449.5261,5
