datetime,pm25_predicted,station_code
2017-01-01 00:00:00,491.68893,11
2017-01-01 01:00:00,487.4797,11
2017-01-01 02:00:00,472.84595,11
2017-01-01 03:00:00,447.8573,11
2017-01-01 04:00:00,435.4462,11
2017-01-01 05:00:00,435.01535,11
2017-01-01 06:00:00,434.59393,11
2017-01-01 07:00:00,437.11865,11
2017-01-01 08:00:00,438.34116,11
2017-01-01 09:00:00,445.3121,11
2017-01-01 10:00:00,447.81348,11
2017-01-01 11:00:00,457.12885,11
2017-01-01 12:00:00,458.02127,11
2017-01-01 13:00:00,459.2798,11
2017-01-01 14:00:00,459.25116,11
2017-01-01 15:00:00,458.76047,11
2017-01-01 16:00:00,458.3554,11
2017-01-01 17:00:00,458.94785,11
2017-01-01 18:00:00,458.94785,11
2017-01-01 19:00:00,459.0677,11
2017-01-01 20:00:00,458.47525,11
2017-01-01 21:00:00,455.41782,11
2017-01-01 22:00:00,453.11884,11
2017-01-01 23:00:00,451.00656,11
