datetime,pm25_predicted,station_code
2017-01-01 00:00:00,493.0013,4
2017-01-01 01:00:00,487.63834,4
2017-01-01 02:00:00,471.88113,4
2017-01-01 03:00:00,446.8925,4
2017-01-01 04:00:00,435.25095,4
2017-01-01 05:00:00,434.8201,4
2017-01-01 06:00:00,434.39868,4
2017-01-01 07:00:00,436.9234,4
2017-01-01 08:00:00,438.1459,4
2017-01-01 09:00:00,445.11685,4
2017-01-01 10:00:00,447.61823,4
2017-01-01 11:00:00,456.9336,4
2017-01-01 12:00:00,457.82602,4
2017-01-01 13:00:00,459.08453,4
2017-01-01 14:00:00,459.0559,4
2017-01-01 15:00:00,458.56522,4
2017-01-01 16:00:00,458.16016,4
2017-01-01 17:00:00,458.7526,4
2017-01-01 18:00:00,458.7526,4
2017-01-01 19:00:00,458.45102,4
2017-01-01 20:00:00,458.28,4
2017-01-01 21:00:00,454.453,4
2017-01-01 22:00:00,452.15402,4
2017-01-01 23:00:00,450.04175,4
