pc1,pc2,cluster,pm25
-0.1360946087700485,1.4828704617559356,0,10.0
-3.3052026742429135,2.9264175126747105,1,6.0
1.4187830179470415,-1.241291903202523,2,158.0
2.538992050459671,0.6960155950786185,3,36.0
0.45925324449485405,1.9364051226556673,0,3.0
-3.1579087266086705,0.24035183396349327,4,13.0
-1.2582891174895707,-0.5449028341812755,0,3.0
1.092517995196364,0.2965875796145836,3,21.0
-2.305134569818846,0.7397474812223948,4,13.0
-3.2222766919844252,-0.3736544157735517,4,31.0
1.2642376999561429,0.3963350017031432,0,159.0
2.088901965646138,1.2686139770337757,3,60.0
2.6027341038341034,0.26659257453983803,3,36.0
-0.21115230440986596,-0.6189035683182664,5,336.0
0.9905463245908722,-0.6518611875252686,2,88.0
1.042087340673619,2.5631763545999893,3,79.0
1.3241681844289932,0.2835927152561687,3,75.0
2.2342508206385374,-1.138031390781936,2,6.0
-1.8170283129668208,-0.8506140148979233,4,122.0
2.2406560736125627,-0.7255660799539041,2,158.0
0.07864093864163556,-2.9108432203618504,5,361.0
0.8267320721308882,2.8942689640459127,3,18.0
-0.7838179614341733,0.2346863425011397,4,23.0
-1.642904069483985,-1.0704584063999205,4,78.0
-2.03145120891062,1.3487019091822126,1,20.0
2.103333476417209,0.18223922639368798,3,86.0
-1.20809363823505,-1.2824037580120338,4,27.0
1.0777323212898837,0.351930836473791,0,78.0
2.938289394773983,0.5257568126169185,3,154.0
-2.5685387780922744,-0.5786540255103414,5,193.0
1.2707322368566063,1.0586879390203816,3,32.0
-2.746276115116411,-0.3503436624476502,4,6.0
0.5770392742579501,0.7298284185781205,0,126.0
-0.31693036841023225,2.65791428158887,1,25.0
-1.9181366348028366,-1.1183973468953816,4,105.0
1.5313412201459935,-0.17260580984036644,2,19.0
-2.6801222966643765,1.219948629500476,1,8.0
-1.853369050430168,0.4596638777493054,4,16.0
0.4284518057786637,1.0483566454598503,0,109.0
2.299890489003673,-0.03417230603125602,2,36.0
-2.280250627658449,-1.1369603933425283,5,291.0
-1.4877228348883642,-0.9759089946400753,4,12.0
0.1737872053471002,-0.16750753259944903,0,57.0
2.0533218127907475,-0.5847681152280819,2,60.0
0.06028057272870089,-0.32018974126071886,0,42.0
-0.39543999331423973,0.3823954379191987,0,168.0
2.8305272094547393,-0.40330682167547005,3,118.0
-0.5019976901663498,0.030512546404572564,4,25.0
1.7249823470631604,1.7490502835445794,3,53.0
0.4790884814029775,1.0851262059137667,0,30.0
-3.094613644589611,3.0628040953827917,1,3.0
-1.8468342456664562,1.7644109770327738,1,9.0
-2.4474328017117215,-1.0540791299515362,4,74.0
-2.139315437448406,0.5381710507575803,4,21.0
2.0177747702678057,-0.9254429540571119,2,36.0
2.1580457206322667,0.4013861424376375,3,9.0
0.22644995632188347,-1.950094458645052,2,109.0
0.6214868327400397,-0.2776412928437765,0,26.0
-1.240650013030199,-0.3417967264856237,0,82.0
-2.3105601067005157,-0.37145576156138144,4,156.0
-1.519691156877446,-1.0581136017818877,4,11.0
-3.453951344477468,-0.3557459470974865,4,12.0
-0.2810645012991322,1.766625078069921,0,40.0
1.7800520696425721,-0.1736268961476436,2,56.0
2.4211455437684073,-0.17927471785654914,3,98.0
-1.4013402379660327,-0.24231445102852492,4,5.0
2.7036997046862186,-0.011113289790670562,3,81.0
-3.47837908814843,-0.04030224341173833,4,13.0
-2.173027727365779,-0.25664956328342237,4,53.0
-0.8647600608427823,0.7410140926972373,0,117.0
1.4913987235586652,0.26234672027166783,2,16.0
-2.762950466523339,-0.03321142001614969,4,127.0
-0.08286998002824644,0.15341959295681298,0,106.0
-2.434448197277053,0.21711007835262658,4,71.0
-0.41684833344159783,-0.035374722852331834,4,6.0
-1.5444834205846125,-0.3482274333589919,0,139.0
2.4892080614335153,-0.3166985123263494,3,117.0
-0.9781688747048584,-0.46698631331573426,4,95.0
-1.3973678416956323,2.5120267636070697,1,6.0
1.3479699971669394,-1.1180786736901511,2,13.0
1.8058055016270904,-0.8593435719749589,2,63.0
1.407511856736867,0.8010005272861997,3,42.0
-1.8078827898138483,0.3529721532300631,4,8.0
-2.2246030270549317,-0.9067530672021197,4,77.0
-2.8407560528888,0.2794166373005559,4,99.0
-2.137676170186469,-2.1873826566015184,5,284.0
-2.6739422886987003,2.4252950349373865,1,15.0
-3.472748285492425,0.4207610896314765,4,16.0
1.555320067330636,-1.1810274427290526,2,32.0
-0.15616059341399932,-1.8008004183678585,5,136.0
1.256664010825667,1.4012336828527894,3,30.0
0.12349234427793225,-0.9220749212809395,2,117.0
-2.424031519051397,-1.7811012357484832,5,294.0
-3.4793383286488755,-0.8156209553895819,4,6.0
-2.3163725790616483,2.093548890127817,1,33.0
2.2454616975882544,0.08761951529696156,2,72.0
-1.681288131012117,1.4967727282675256,1,15.0
1.1063824516025045,0.8245878558420155,0,70.0
2.1240903886176685,-0.392747701038636,2,43.0
-0.6233817222072434,0.9780219496091407,0,126.0
-0.31562120378171643,3.4589046730575337,1,98.0
0.4317118868808365,0.10110313353846567,0,14.0
-0.8692311489616728,0.8726712040883786,0,10.0
-2.950935755325976,3.237735029784825,1,3.0
-0.2569552317000222,0.2133276764593968,0,11.0
3.7999519046192947,1.3507967937253293,6,35.0
1.796508315037015,-1.4978806403745715,2,54.0
1.2429020275612297,0.20639403494878708,2,37.0
-1.1354296189428632,1.3301077874890421,0,37.0
-1.8696674217041704,-0.9925963163922807,5,260.0
2.088407619833561,-0.6532649143668149,2,46.0
-0.6669389967644753,-2.0579873679200413,5,146.0
0.2524586605564449,0.3162398278177017,3,21.0
2.28405478673111,0.06987807363886042,3,65.0
-2.2132834898806317,1.3748953185860815,1,8.0
0.1595952215667273,-0.5892979697502057,0,52.0
1.5226550449221172,-0.8274051840830475,2,87.0
0.02186829372613209,-1.1117114187323724,2,27.0
2.314319657629636,-1.17136703467462,2,38.0
1.9489053856136005,-0.23326014723794525,3,71.0
-2.966931419210482,-0.39611534878587396,4,148.0
0.9996884446892029,-0.6626511215539771,0,31.0
1.0917284681766761,0.5620235159880561,3,11.0
-0.8020191958620627,0.13219291458100144,4,74.0
