pc1,pc2,cluster,pm25
0.13605503974117644,1.48388094559746,2,10.0
3.3051485083565426,2.9266748568134253,6,6.0
-1.4188642042797075,-1.2387055135750085,3,158.0
-2.539020306776219,0.6958766227097896,7,36.0
-0.4592995574199182,1.9364925929639147,2,3.0
3.158217233402964,0.23452079297186354,5,14.0
1.2581820445915215,-0.5443220282925104,2,3.0
-1.092560377800846,0.29505851778854236,1,21.0
2.3050649890051367,0.7399621759442144,5,13.0
3.220206580576532,-0.34920183241773545,5,26.0
-1.2642464503825128,0.39868176922699317,2,159.0
-2.088904896533141,1.269377315989202,7,60.0
-2.602758749360345,0.26569564645110894,7,36.0
0.21114926187867814,-0.6143688785415693,0,336.0
-0.9906175118181356,-0.6521262848561933,1,88.0
-1.042082765338631,2.564991482307584,7,79.0
-1.3242015624253707,0.2829569311775786,1,75.0
-2.2343571829233673,-1.1384041325881338,3,6.0
1.8169186805058644,-0.8486688014959675,5,122.0
-2.2407095280580096,-0.7238214108774549,3,158.0
-0.07870841182854191,-2.9078423199859738,0,361.0
-0.8267445033190188,2.894826992579759,7,18.0
0.7837851116108091,0.23380358750876631,1,23.0
1.642812239038763,-1.0712020010876977,5,78.0
2.031417388747835,1.3482954515255825,6,20.0
-2.1033825759382876,0.1830524356735888,7,86.0
1.207970234009619,-1.2838175398725187,1,27.0
-1.0777897298454002,0.3532946530221886,2,78.0
-2.93828063133224,0.5271246984558084,7,154.0
2.5684678776727012,-0.5766577536074265,0,193.0
-1.2707566872540734,1.057422757614866,7,32.0
2.7461453485651153,-0.3504861878997089,5,6.0
-0.57708520416772,0.7315755824798319,2,126.0
0.3169293557517511,2.658929114987213,6,25.0
1.9180282325904554,-1.1190499129939224,5,105.0
-1.5314399201462863,-0.1721820415422131,3,19.0
2.6800336775864797,1.2199891874303284,6,8.0
1.8533314616474639,0.4586088631135101,5,16.0
-0.42845434180894976,1.050367666547087,2,109.0
-2.2999444649255087,-0.03338209651124914,3,36.0
2.280214651010025,-1.1339031196970335,0,291.0
1.487593960517971,-0.9773340192368654,5,12.0
-0.17388431054525832,-0.1660571659648966,2,57.0
-2.0533900022723395,-0.5852550423323464,3,60.0
-0.06038957954962084,-0.3191381889055244,2,42.0
0.39542732992853763,0.3847557028322799,2,168.0
-2.8305360892262765,-0.40287295102568604,7,118.0
0.5019237455061883,0.028936171022234565,1,25.0
-1.725007485909065,1.7500541845513142,7,53.0
-0.47915038330530396,1.0857186896291309,2,30.0
3.0945538370775627,3.0634994903810067,6,3.0
1.8467580500241179,1.7644353224285227,6,9.0
2.447316870568667,-1.054081675871373,5,74.0
2.139218645758079,0.5390200619410033,5,21.0
-2.0178773443339666,-0.9254502946224363,3,36.0
-2.1580836034705504,0.4001592285682205,7,9.0
-0.22653694353718215,-1.9505168882765944,1,109.0
-0.6215776957988003,-0.27659925642593775,2,26.0
1.240533206260392,-0.3404755058820963,2,82.0
2.3105151251999754,-0.37093268508559346,5,156.0
1.5195599900349217,-1.0596245377078302,5,11.0
3.453825658775896,-0.35600567564527014,5,12.0
0.2810172335332675,1.768505983801093,2,40.0
-1.7801252729269093,-0.1727340891354775,3,56.0
-2.421193642503553,-0.1794607458947187,7,98.0
1.4012355798896388,-0.2434922747294212,5,5.0
-2.7037309049919487,-0.010279094569084546,7,81.0
3.478251995171877,-0.04097253955249386,5,13.0
2.1729715748160423,-0.2575366168330955,5,53.0
0.8647064985205319,0.7426329544247577,2,117.0
-1.4914839109779612,0.26274914583864967,3,16.0
2.7628926735466397,-0.03249139587554369,5,127.0
0.08278559560910764,0.15522537779730464,2,106.0
2.434389382195927,0.21703648446275514,5,71.0
0.4167671012709631,-0.037262683556322077,1,6.0
1.5444128792632024,-0.3460046440778056,2,139.0
-2.489233644175536,-0.31650471785485773,7,117.0
0.978127407214597,-0.46735412089674927,1,95.0
1.3973231160886077,2.512358551333773,6,6.0
-1.3480539111214067,-1.1191666259928668,3,13.0
-1.8058924150627074,-0.8594881596543145,3,63.0
-1.4075095382419323,0.8000542987408463,7,42.0
1.807748999199926,0.35304596982117925,5,8.0
2.224483854733517,-0.9057913003055119,5,77.0
2.8406796813646578,0.27906383281627223,5,99.0
2.137569132200306,-2.1837693586434437,0,284.0
2.673928011072864,2.4244974078326997,6,15.0
3.4726396491209384,0.42098015006561373,5,16.0
-1.5554361870085238,-1.1807770342799848,3,32.0
0.15606565778273915,-1.8008132390363472,1,136.0
-1.2567082662664357,1.4017266255228515,7,30.0
-0.1235535850853186,-0.9223630618806817,1,117.0
2.4239543736105955,-1.7771421077717355,0,294.0
3.479184924412984,-0.8168012506708627,5,6.0
2.316325758360521,2.0949097645418973,6,33.0
-2.24552580015142,0.08840919077380731,3,72.0
1.681227396883581,1.496853058441689,5,15.0
-1.1064468152968963,0.8254970063758005,2,70.0
-2.124157384977171,-0.39227820630915095,3,43.0
0.6233551982684343,0.9797119208241126,2,126.0
0.3156282845312777,3.4617323228418977,6,98.0
-0.43182485158002487,0.10176131768952629,2,14.0
0.8691396112658579,0.8735930610879451,2,10.0
2.950916878247335,3.2382779813980647,6,3.0
0.2568505156980087,0.21398434031332617,2,11.0
-3.7998105839100202,1.3411190354688283,4,35.0
-1.796618436230304,-1.4983379426081436,3,54.0
-1.243004492852746,0.20677528376679172,3,37.0
1.13538705871283,1.331108430542636,2,37.0
1.8696588106771073,-0.9896814018635837,0,260.0
-2.0884942051029336,-0.6531155312730249,3,46.0
0.6668295140613953,-2.0583441715365773,1,146.0
-0.25250370198897587,0.314970145427094,1,21.0
-2.2841171602774732,0.07033791286812166,7,65.0
2.213248501175197,1.374008181101904,6,8.0
-0.15969957771423882,-0.5880238820130017,2,52.0
-1.5227568643683729,-0.8262247831667177,3,87.0
-0.02198016795919086,-1.1127263919943482,1,27.0
-2.3144209690981006,-1.1715593496722834,3,38.0
-1.9489671717898938,-0.23374086884470568,7,71.0
2.966858656790131,-0.39506548532636765,5,148.0
-0.9997711499581846,-0.6615435086750556,3,31.0
-1.0917702745892495,0.5607756366962675,1,11.0
0.8020026475734195,0.13170722444615166,1,74.0
-2.948505479382594,-0.48177308630530863,7,161.0
1.1000598471564667,0.37313196788491493,2,51.0
-1.069905584992588,-0.7642789198755844,3,19.0
-1.0669225872453298,0.7341218331426902,2,28.0
-2.2326604532042107,-0.9066341570481959,3,92.0
1.1707904277289167,-1.464558998021623,0,394.0
0.197900592034469,-0.7325010647086473,2,92.0
-0.6957017227589674,0.16959103157823258,2,64.0
1.9787259674420299,0.2835061771051681,5,15.0
1.5210971914597529,-0.23705772078396006,5,46.0
-1.1069939951877552,-0.04617341572274637,1,14.0
0.5999250630350087,-1.1138695912562322,1,87.0
-2.1564479859406824,0.003307443826074638,3,65.0
3.070593355223615,-0.8368043357669381,5,9.0
-1.6267493473490675,-0.24971872176647644,1,29.0
0.5115017856470998,-2.1512067956113357,1,154.0
-2.0974934046699953,0.39277529016149426,3,27.0
2.6698193420489726,-0.3298068683238428,5,115.0
1.625178928770926,-0.13259191542561075,5,46.0
1.344078498904026,-0.053773425669554994,1,47.0
2.4086841894883944,-2.4669338829694984,0,362.0
2.8982905547760445,-1.0747966337930714,5,26.0
-0.0708016381248049,0.4519484056026596,2,68.0
0.04178112791825388,0.7517927656160268,2,15.0
-1.83603662009961,1.9156384304941658,7,56.0
2.8752148355822693,0.7173503401078173,5,4.0
0.34366874476415493,0.012084356608935478,1,173.0
-1.4112030772459025,-1.5173290500627814,1,213.0
2.577695394134747,-1.1508290941440682,5,91.0
0.6454132765958095,-0.11188611570783481,1,39.0
-0.7656782096926769,0.2824757553704355,2,108.0
-0.8854755895022358,-0.12830653264275468,2,16.0
-2.506250907624705,-0.08928112082224304,3,25.0
-1.7874714837335441,0.44655948727521566,7,5.0
-1.0790486727000326,1.0927082695649069,2,33.0
2.5664269355937512,0.6632207641804848,5,14.0
-2.258297242441211,-0.8921691486217981,3,66.0
1.496197882528731,0.23677160767160832,2,85.0
-2.503470456835464,-0.17979924068753786,7,26.0
-1.7413659665204544,-1.4637328328323653,3,121.0
-2.522232486528402,1.3666384839935157,7,112.0
2.4086037729440957,0.03870936614538295,5,136.0
2.5252237661196064,3.8671874720475907,6,3.0
0.7230606598509035,-0.7235243228097828,1,34.0
-1.346055673541037,-0.3351017924971426,3,32.0
1.6392391802553106,-1.097657111388923,5,22.0
0.7600974029159089,1.6969633112227944,2,63.0
1.666165814712349,-2.9256553912085477,0,372.0
-1.4280472007510205,1.693222168846535,3,3.0
2.827995334717321,0.751833791603475,5,38.0
2.7834667968279003,-1.590029711305361,5,99.0
0.3229364060194056,2.3417214113501728,6,9.0
-2.070206029569667,0.7572140140902787,7,22.0
0.08837938030887084,-2.636482472501744,0,213.0
1.8146980881581798,0.46518313741291417,5,68.0
0.5291631813695321,-1.304722573739828,2,148.0
1.0938176604553687,-2.078427787461623,1,112.0
0.9297275884966961,1.0331352608857804,1,38.0
-1.911751700674047,-0.47801852430948816,3,25.0
-2.423507215411415,0.5729842574871952,7,90.0
-1.595256496810489,1.8044919240236017,7,87.0
-2.0150543508882968,-0.3789419657096419,3,7.0
2.096905417371373,-1.7147791186463048,0,254.0
1.3980615833016339,-0.7509545562371684,1,127.0
-2.0001084625192567,0.20115981711330008,7,54.0
-2.3062514325884287,-0.2206760278643395,3,6.0
